,word
2,movement
3,representations
4,sensorimotor
5,cortex
6,fundamental
7,motor
8,control
9,crucial
10,brain
11,-
12,machine
13,(
14,bmis
15,)
16,representations
17,motor
18,output
19,.
20,previous
21,characterizations
22,body
23,map
24,composition
25,stability
26,separately
27,changes
28,time
29,typically
30,injury
31,(
32,e.g.
33,)
34,interventions
35,(
36,e.g.
37,intense
38,motor
39,training
40,)
41,.
42,here
43,we
44,bilateral
45,sensorimotor
46,map
47,muscle
48,contractions
49,quadriplegic
50,human
51,its
52,stability
53,short
54,(
55,minutes
56,)
57,long
58,(
59,day
60,)
61,time
62,intervals
63,.
64,map
65,we
66,concurrently
67,surface
68,electromyograms
69,(
70,emg
71,)
72,multiunit
73,activity
74,(
75,mua
76,)
77,bilateral
78,primary
79,motor
80,(
81,m1
82,)
83,somatosensory
84,(
85,s1
86,)
87,cortices
88,quadriplegic
89,he
90,(
91,)
92,different
93,muscle
94,contractions
95,entire
96,body
97,(
98,muscles
99,)
100,.
101,stability
102,we
103,motor
104,contractions
105,intact
106,extensor
107,carpi
108,radialis
109,(
110,ecr
111,)
112,orders
113,minutes
114,hours
115,days
116,.
117,measurement
118,period
119,we
120,stability
121,metrics
122,(
123,)
124,spatial
125,stability
126,somatotopy
127,frequency
128,small
129,cortical
130,areas
131,active
132,time
133,(
134,)
135,firing
136,pattern
137,stability
138,amplitude
139,shape
140,mua
141,(
142,)
143,-
144,spatial
145,stability
146,consistency
147,firing
148,strength
149,map
150,.
151,muscle
152,activations
153,entire
154,body
155,significant
156,m1
157,s1
158,mua
159,arm
160,muscles
161,(
162,intact
163,de-efferented
164,)
165,sparse
166,activity
167,head
168,core
169,muscles
170,activity
171,muscles
172,trunk
173,latency
174,patterns
175,m1
176,s1
177,.
178,majority
179,mua
180,exclusively
181,contralateral
182,muscle
183,contractions
184,(
185,%
186,)
187,lesser
188,mua
189,exclusively
190,ipsilateral
191,(
192,%
193,)
194,bilateral
195,(
196,%
197,)
198,muscles
199,.
200,stability
201,cortical
202,ecr
203,representation
204,uniquely
205,period
206,consecutive
207,measurements
208,brain
209,area
210,.
211,spatial
212,stability
213,significantly
214,order
215,hours
216,longitudinally
217,it
218,higher
219,sensory
220,motor
221,areas
222,higher
223,contralateral
224,ipsilateral
225,hemispheres
226,.
227,likewise
228,rate
229,stability
230,order
231,minutes
232,hours
233,greater
234,stability
235,s1
236,m1
237,mua
238,.
239,contrast
240,-
241,spatial
242,stability
243,longer
244,intervals
245,stability
246,metrics
247,spatial
248,firing
249,rate
250,alone
251,.
252,together
253,findings
254,mua
255,m1
256,s1
257,codes
258,multiple
259,regions
260,sides
261,body
262,partially
263,arrangement
264,sensory
265,contralateral
266,areas
267,consistently
268,higher
269,stability
270,motor
271,ipsilateral
272,areas
273,.
274,suggestive
275,m1
276,(
277,especially
278,ipsilateral
279,)
280,more
281,malleable
282,time
283,sensory
284,areas
285,.
286,importantly
287,mua
288,activity
289,sensorimotor
290,body
291,map
292,changes
293,hours
294,spatial
295,distribution
296,firing
297,rate
298,stability
299,more
300,robust
301,.
0,coordination
1,quadriceps
2,muscles
3,before
4,vl
5,paralysis
6,rats
7,neural
8,regulation
9,joint
10,stresses
0,central
1,nervous
2,system
3,(
4,cns
5,)
6,redundant
7,muscles
8,behavior
9,?
10,common
11,proposal
12,muscle
13,coordination
14,simplification
15,task
16,performance
17,cns
18,muscles
19,similar
20,contributions
21,task
22,variables
23,together
24,.
25,here
26,we
27,coordination
28,quadriceps
29,muscles
30,rats
31,better
32,regulation
33,stresses
34,strains
35,knee
36,.
37,we
38,co-variation
39,patterns
40,quadriceps
41,muscle
42,activity
43,locomotion
44,rats
45,(
46,alessandro
47,et
48,al.
49,)
50,.
51,vastii
52,(
53,vastus
54,medialis
55,vm
56,vastus
57,lateralis
58,vl
59,vastus
60,intermedius
61,vi
62,)
63,knee
64,extension
65,so
66,identical
67,contributions
68,task
69,performance
70,.
71,coordination
72,strategy
73,solely
74,simplification
75,task
76,performance
77,therefore
78,similar
79,correlation
80,activity
81,pair
82,vasti
83,muscles
84,.
85,instead
86,we
87,correlation
88,vm
89,vl
90,stronger
91,their
92,correlation
93,vi
94,.
95,coordination
96,strategy
97,control
98,internal
99,joint
100,stresses
101,vm
102,vl
103,mediolateral
104,forces
105,patella
106,their
107,strong
108,positive
109,correlation
110,net
111,mediolateral
112,patellar
113,force
114,.
115,interpretation
116,we
117,chronically
118,paralyzed
119,vl
120,order
121,mediolateral
122,forces
123,patella
124,medial
125,loading
126,patellofemoral
127,joint
128,.
129,vm
130,vi
131,same
132,task
133,action
134,vl
135,compensatory
136,strategy
137,activity
138,vm
139,further
140,medial
141,joint
142,loading
143,.
144,instead
145,cns
146,perturbation
147,gradually
148,activity
149,vi
150,rectus
151,femoris
152,(
153,rf
154,)
155,weeks
156,adaptation
157,.
158,vi
159,rf
160,minimal
161,effect
162,mediolateral
163,patellar
164,forces
165,strategy
166,neural
167,regulation
168,internal
169,joint
170,stresses
171,strains
172,.
173,addition
174,further
175,vi
176,independently
177,other
178,vasti
179,muscles
180,.
181,neural
182,mechanisms
183,internal
184,joint
185,loading
186,?
187,we
188,role
189,joint
190,sensory
191,afferents
192,vm
193,-
194,vl
195,co-variation
196,adaptation
197,vl
198,paralysis
199,.
200,temporary
201,inhibition
202,joint
203,sensory
204,afferents
205,injection
206,lidocaine
207,knee
208,capsule
209,not
210,significant
211,changes
212,quadriceps
213,muscle
214,activity
215,time
216,point
217,vl
218,paralysis
219,.
220,we
221,therefore
222,evidence
223,fast
224,feedback
225,loops
226,afferents
227,.
228,furthermore
229,inhibition
230,not
231,correlation
232,vm
233,vl
234,covariation
235,muscles
236,centrally
237,other
238,sensory
239,modalities
240,.
241,however
242,lidocaine
243,injections
244,correlation
245,vi
246,vl
247,vm
248,existence
249,multiple
250,mechanisms
251,vastii
252,muscle
253,activations
254,.
255,additional
256,work
257,joint
258,sensory
259,afferents
260,long
261,-
262,term
263,adaptation
264,joint
265,stresses
266,strains
267,.
0,de-noising
1,emg
2,dynamical
3,systems
4,models
5,multi-muscle
6,activity
0,movements
1,often
2,production
3,precisely
4,time
5,-
6,activation
7,patterns
8,muscles
9,body
10,.
11,strategies
12,nervous
13,system
14,patterns
15,central
16,goal
17,motor
18,neuroscience
19,.
20,critical
21,effort
22,estimates
23,neural
24,commands
25,muscles
26,they
27,task
28,demands
29,neural
30,activity
31,motor
32,brain
33,areas
34,.
35,however
36,key
37,barrier
38,evaluation
39,our
40,ability
41,noisy
42,electromyographic
43,(
44,emg
45,)
46,recordings
47,.
48,standard
49,processing
50,(
51,i.e.
52,rectification
53,smoothing
54,)
55,high
56,-
57,frequency
58,emg
59,noise
60,so
61,critical
62,information
63,dynamic
64,changes
65,motor
66,commands
67,.
68,reasonable
69,approach
70,appropriate
71,degree
72,smoothing
73,challenging
74,often
75,arbitrarily
76,.
77,less
78,smoothing
79,more
80,variable
81,signals
82,difficult
83,more
84,smoothing
85,higher
86,frequency
87,features
88,relevant
89,behavior
90,.
91,moreover
92,degree
93,smoothing
94,not
95,appropriate
96,muscle
97,activation
98,variety
99,timescales
100,execution
101,task
102,.
103,here
104,we
105,novel
106,approach
107,dynamically
108,-
109,emg
110,(
111,deemg
112,)
113,advances
114,deep
115,generative
116,modeling
117,artificial
118,neural
119,networks
120,de-noise
121,single
122,-
123,trial
124,activity
125,groups
126,muscles
127,.
128,emg
129,signals
130,output
131,dynamical
132,system
133,accurately
134,dynamics
135,artificial
136,neural
137,networks
138,better
139,estimate
140,muscle
141,activation
142,.
143,we
144,deemg
145,recordings
146,model
147,systems
148,(
149,)
150,rat
151,hindlimb
152,locomotion
153,(
154,)
155,monkey
156,forearm
157,isometric
158,force
159,-
160,control
161,task
162,.
163,systems
164,we
165,deemg
166,more
167,accurate
168,single
169,trial
170,behavioral
171,predictions
172,emg
173,standard
174,filtering
175,techniques
176,.
177,we
178,also
179,deemg
180,adaptively
181,dynamically
182,its
183,frequency
184,response
185,characteristics
186,time
187,course
188,different
189,phases
190,behavior
191,need
192,single
193,cut
194,-
195,off
196,frequency
197,entire
198,behavior
199,.
200,furthermore
201,deemg
202,presence
203,hz
204,oscillations
205,muscles
206,isometric
207,force
208,production
209,difficult
210,traditional
211,approaches
212,.
213,precise
214,correspondence
215,deemg
216,behavior
217,higher
218,frequencies
219,traditional
220,model
221,muscles
222,as
223,low
224,-
225,pass
226,filters
227,.
228,finally
229,deemg
230,closely
231,simultaneously
232,activity
233,motor
234,cortex
235,deemg
236,correlations
237,motor
238,commands
239,behavior
240,.
241,results
242,deemg
243,subtle
244,features
245,muscle
246,activity
247,otherwise
248,it
249,new
250,insights
251,motor
252,control
253,relationships
254,muscle
255,brain
256,spinal
257,cord
258,activity
259,high
260,temporal
261,precision
262,.
0,new
1,view
2,spinal
3,network
4,mechanisms
5,rhythmic
6,movements
0,most
1,investigations
2,spinal
3,rhythm
4,generation
5,motor
6,nerve
7,recordings
8,single
9,neuron
10,recordings
11,.
12,flexor
13,/
14,extensor
15,-
16,muscles
17,alternate
18,movements
19,it
20,often
21,generation
22,neuronal
23,modules
24,alternate
25,opposition
26,single
27,neuron
28,recordings
29,.
30,however
31,here
32,we
33,many
34,neurons
35,simultaneously
36,different
37,picture
38,.
39,we
40,hundreds
41,neurons
42,lumbar
43,spinal
44,cord
45,turtles
46,rhythmic
47,scratching
48,rather
49,neuronal
50,population
51,rotation
52,”
53,i.e.
54,continuously
55,phases
56,.
57,rotational
58,dynamics
59,trials
60,as
61,well
62,behaviors
63,.
64,such
65,rotation
66,difficult
67,models
68,neuronal
69,groups
70,we
71,new
72,theory
73,accounts
74,rotational
75,dynamics
76,.
77,network
78,model
79,we
80,spinal
81,networks
82,recurrent
83,excitatory
84,inhibitory
85,connectivity
86,need
87,pacemaker
88,activity
89,modular
90,structures
91,.
92,tonic
93,input
94,network
95,rhythm
96,pattern
97,task
98,.
99,model
100,also
101,other
102,experimental
103,observations
104,mechanism
105,multifunctionality
106,.
0,human
1,sensorimotor
2,control
3,better
4,control
5,surgical
6,robots
0,everyday
1,interaction
2,external
3,world
4,example
5,surgery
6,our
7,brain
8,graciously
9,task
10,engineers
11,very
12,challenging
13,closed
14,-
15,loop
16,control
17,movement
18,contact
19,forces
20,outdated
21,noisy
22,information
23,multiple
24,sensors
25,.
26,robot
27,-
28,minimally
29,invasive
30,surgery
31,(
32,ramis
33,)
34,surgeon
35,pair
36,joysticks
37,instruments
38,patient
39,body
40,precise
41,control
42,movement
43,object
44,tissue
45,manipulation
46,perception
47,.
48,many
49,advantages
50,patient
51,surgeon
52,full
53,potential
54,ramis
55,other
56,teleoperation
57,applications
58,yet
59,.
60,major
61,progress
62,-
63,gaps
64,lack
65,touch
66,feedback
67,limited
68,knowledge
69,skill
70,optimize
71,training
72,models
73,human
74,sensorimotor
75,control
76,.
77,we
78,behavioral
79,studies
80,sensorimotor
81,system
82,information
83,time
84,space
85,modalities
86,movement
87,object
88,manipulation
89,perception
90,system
91,adaptation
92,skill
93,acquisition
94,.
95,i
96,our
97,recent
98,results
99,integration
100,tactile
101,kinesthetic
102,information
103,interaction
104,virtual
105,objects
106,acquisition
107,ramis
108,skill
109,dry
110,-
111,lab
112,tasks
113,interaction
114,real
115,objects
116,.
0,motor
1,control
2,reach
3,challenges
4,insights
5,complex
6,manual
7,skills
0,functional
1,interaction
2,objects
3,-
4,tool
5,use
6,-
7,essential
8,daily
9,living
10,foundation
11,our
12,evolutionary
13,advantage
14,.
15,surprisingly
16,however
17,humans
18,objects
19,tools
20,still
21,little
22,.
23,manipulation
24,objects
25,considerable
26,additional
27,control
28,challenges
29,unconstrained
30,.
31,readily
32,robotics
33,contact
34,instability
35,still
36,significant
37,hurdle
38,robot
39,manipulation
40,robot
41,-
42,human
43,collaboration
44,.
45,interaction
46,control
47,complex
48,objects
49,invariably
50,more
51,end
52,effector
53,hands
54,whole
55,body
56,issue
57,redundancy
58,front
59,center
60,.
61,panel
62,complex
63,actions
64,interactions
65,complex
66,objects
67,still
68,largely
69,unchartered
70,territory
71,motor
72,neuroscience
73,date
74,.
75,speakers
76,novel
77,methodological
78,approaches
79,complex
80,manual
81,skills
82,humans
83,speaker
84,challenges
85,perspective
86,synthesis
87,i.e.
88,generation
89,dexterous
90,robot
91,manipulation
92,speaker
93,unusually
94,sophisticated
95,tool
96,behavior
97,new
98,caledonian
99,wrong
100,widely
101,-
102,assumption
103,tool
104,use
105,unique
106,humans
107,.
108,together
109,panel
110,questions
111,neural
112,mechanical
113,genetic
114,contributions
115,necessary
116,such
117,intricate
118,coordinate
119,feats
120,.
121,marta
122,russo
123,recent
124,work
125,whip
126,manipulation
127,.
128,full
129,-
130,body
131,motion
132,capture
133,study
134,participants
135,different
136,skill
137,levels
138,.
139,she
140,-
141,pronged
142,strategy
143,control
144,principles
145,prodigiously
146,complex
147,action
148,analysis
149,complex
150,arm
151,dynamics
152,analysis
153,whip
154,dynamics
155,synthesis
156,simulation
157,engines
158,control
159,elements
160,primitives
161,.
162,antonella
163,maselli
164,work
165,throwing
166,ball
167,target
168,.
169,she
170,spatiotemporal
171,principal
172,component
173,decomposition
174,whole
175,-
176,body
177,kinematics
178,compact
179,way
180,individual
181,strategies
182,.
183,main
184,throwing
185,styles
186,different
187,stages
188,skill
189,acquisition
190,motor
191,development
192,studies
193,.
194,christian
195,rutz
196,non-primate
197,model
198,system
199,tool
200,behaviors
201,.
202,new
203,caledonian
204,exhibit
205,striking
206,dexterity
207,tools
208,plant
209,materials
210,tools
211,insect
212,prey
213,deadwood
214,tools
215,small
216,holes
217,.
218,remarkably
219,they
220,dexterity
221,only
222,simple
223,-
224,pronged
225,grippers
226,their
227,bills
228,.
229,aude
230,billard
231,robotics
232,perspective
233,tool
234,manipulation
235,.
236,dexterity
237,her
238,team
239,cohorts
240,apprentices
241,watchmaking
242,craft
243,unique
244,precision
245,control
246,it
247,.
248,her
249,work
250,hands
251,coordination
252,control
253,variables
254,better
255,precision
256,single
257,hand
258,.
259,early
260,work
261,ability
262,robotic
263,hands
264,also
265,.
0,dynamics
1,manipulable
2,objects
3,categorically
4,families
5,individuals
0,many
1,theories
2,object
3,properties
4,memory
5,.
6,theories
7,semantic
8,perceptual
9,functional
10,properties
11,objects
12,.
13,however
14,mechanical
15,properties
16,objects
17,largely
18,unexplored
19,.
20,critical
21,question
22,majority
23,tasks
24,we
25,object
26,manipulation
27,skilled
28,performance
29,ability
30,object
31,mechanical
32,properties
33,.
34,motor
35,control
36,research
37,brain
38,dynamics
39,individual
40,objects
41,it
42,not
43,dynamics
44,myriad
45,objects
46,we
47,memory
48,.
49,here
50,we
51,hypothesis
52,brain
53,objects
54,categorically
55,families
56,their
57,appearance
58,mechanical
59,properties
60,.
61,hypothesis
62,counterintuitive
63,prediction
64,people
65,outlier
66,objects
67,members
68,family
69,dynamics
70,family
71,.
72,alternative
73,hypothesis
74,brain
75,non-categorical
76,associative
77,maps
78,visual
79,features
80,mechanical
81,parameters
82,outlier
83,objects
84,.
85,thus
86,objects
87,families
88,efficient
89,encoding
90,it
91,cost
92,representational
93,accuracy
94,individual
95,objects
96,.
97,work
98,we
99,3d
100,robotic
101,interface
102,stereoscopic
103,vr
104,us
105,accurately
106,objects
107,size
108,weight
109,appearance
110,we
111,novel
112,lifting
113,task
114,participants
115,weight
116,predictions
117,trial
118,.
119,basic
120,task
121,participants
122,set
123,objects
124,common
125,density
126,(
127,i.e.
128,putative
129,family
130,)
131,.
132,outlier
133,object
134,different
135,density
136,.
137,remarkably
138,participants
139,completely
140,weight
141,outlier
142,object
143,large
144,movement
145,errors
146,errors
147,absence
148,common
149,-
150,density
151,family
152,quickly
153,learning
154,.
155,we
156,then
157,basic
158,paradigm
159,further
160,nature
161,categorical
162,encoding
163,objects
164,.
165,first
166,extreme
167,outliers
168,individual
169,memory
170,outlier
171,effectively
172,outlier
173,family
174,.
175,second
176,even
177,object
178,individual
179,subsequent
180,learning
181,object
182,family
183,memory
184,individual
185,family
186,.
187,third
188,boundary
189,outlier
190,family
191,not
192,history
193,sensorimotor
194,experience
195,.
196,fourth
197,categorization
198,boundary
199,individuals
200,outlier
201,objects
202,unique
203,individuals
204,family
205,members
206,such
207,they
208,either
209,fully
210,not
211,all
212,.
213,highly
214,novel
215,findings
216,first
217,time
218,motor
219,-
220,relevant
221,properties
222,multiple
223,objects
224,memory
225,.
0,piano
1,robotic
2,third
3,thumb
4,constraints
5,human
6,augmentation
0,development
1,human
2,augmentation
3,rapid
4,technological
5,advancement
6,little
7,attention
8,humans
9,technology
10,it
11,(
12,makin
13,et
14,faisal
15,nat
16,.
17,biomed
18,.
19,eng
20,)
21,.
22,contemporary
23,robotics
24,us
25,mechatronic
26,capabilities
27,human
28,bodies
29,.
30,our
31,brains
32,bodies
33,limits
34,such
35,augmentation
36,open
37,question
38,.
39,supernumerary
40,(
41,additional
42,)
43,robotic
44,limb
45,complex
46,process
47,learning
48,movement
49,set
50,muscles
51,activation
52,new
53,movement
54,.
55,here
56,we
57,individuals
58,motor
59,control
60,capabilities
61,their
62,ability
63,supernumerary
64,robotic
65,finger
66,.
67,our
68,robotic
69,3rd
70,thumb
71,piano
72,required
73,force
74,generation
75,stiffness
76,mind
77,multiple
78,keys
79,rapid
80,succession
81,it
82,ulnar
83,side
84,palm
85,foot
86,(
87,cunningham
88,et
89,faisal
90,ieee
91,biorob
92,)
93,.
94,we
95,pianist
96,piano
97,fingers
98,hour
99,.
100,we
101,then
102,naïve
103,experienced
104,piano
105,players
106,their
107,prior
108,motor
109,coordination
110,their
111,capability
112,piano
113,robotic
114,augmentation
115,.
116,participants
117,tasks
118,their
119,foot
120,hand
121,motor
122,control
123,.
124,tasks
125,foot
126,balance
127,foot
128,-
129,down
130,control
131,foot
132,figure
133,-
134,-
135,tracking
136,piano
137,key
138,positioning
139,piano
140,timing
141,piano
142,key
143,-
144,press
145,velocity
146,hand
147,movement
148,complexity
149,toy
150,assembly
151,task
152,.
153,their
154,accuracies
155,predictors
156,scores
157,short
158,piano
159,sequence
160,supernumerary
161,finger
162,second
163,session
164,(
165,https
166,)
167,.
168,supernumerary
169,finger
170,slower
171,around
172,minutes
173,subjects
174,learning
175,plateau
176,average
177,slightly
178,lower
179,their
180,score
181,finger
182,.
183,interestingly
184,foot
185,dexterity
186,(
187,not
188,piano
189,related
190,measures
191,)
192,best
193,predictor
194,performance
195,supernumerary
196,robotic
197,finger
198,.
199,additionally
200,significant
201,differences
202,pianists
203,non-pianists
204,robotic
205,finger
206,pianists
207,more
208,task
209,-
210,relevant
211,knowledge
212,experience
213,.
214,our
215,results
216,best
217,predictor
218,subjects
219,performance
220,augmentation
221,technology
222,motor
223,control
224,capabilities
225,control
226,interface
227,(
228,case
229,control
230,foot
231,horizontal
232,vertical
233,movements
234,)
235,.
236,moreover
237,knowledge
238,task
239,not
240,determinant
241,factor
242,ability
243,finger
244,it
245,specific
246,motor
247,capabilities
248,more
249,relevant
250,experience
251,task
252,.
253,possible
254,explanation
255,supernumerary
256,robotic
257,device
258,creation
259,new
260,motor
261,program
262,individual
263,performance
264,closely
265,their
266,aptitude
267,new
268,movement
269,patterns
270,limb
271,interface
272,.
0,finger
1,enslavement
2,patterns
3,stroke
4,qualitatively
5,different
6,coactivation
7,patterns
8,healthy
9,hand
0,finger
1,enslavement
2,stroke
3,often
4,exaggerated
5,version
6,coactivation
7,pattern
8,healthy
9,hand
10,largely
11,mechanical
12,coupling
13,(
14,lang
15,et
16,al.
17,)
18,.
19,however
20,it
21,finger
22,coactivation
23,patterns
24,healthy
25,hand
26,quite
27,variable
28,(
29,ingram
30,et
31,al.
32,)
33,task
34,dependent
35,(
36,abolins
37,et
38,al.
39,)
40,.
41,here
42,we
43,directly
44,coactivation
45,patterns
46,unaffected
47,hands
48,extent
49,top
50,-
51,down
52,vs.
53,low
54,-
55,level
56,constraints
57,patterns
58,.
59,chronic
60,stroke
61,patients
62,(
63,n
64,)
65,healthy
66,participants
67,(
68,n
69,)
70,their
71,hand
72,customized
73,device
74,comfortable
75,posture
76,.
77,device
78,small
79,isometric
80,forces
81,fingertips
82,simultaneously
83,3d
84,.
85,they
86,dot
87,virtual
88,3d
89,space
90,computer
91,screen
92,isometric
93,forces
94,finger
95,(
96,max
97,)
98,finger
99,joint
100,other
101,fingers
102,inactive
103,.
104,movement
105,dot
106,virtual
107,xyz
108,axes
109,forces
110,mcp
111,ab
112,/
113,adduction
114,pip
115,flexion
116,/
117,extension
118,mcp
119,flexion
120,/
121,extension
122,respectively
123,.
124,force
125,trajectories
126,we
127,finger
128,bias
129,enslavement
130,.
131,bias
132,log
133,force
134,ratio
135,/
136,directions
137,xyz
138,axes
139,finger
140,.
141,low
142,-
143,level
144,force
145,biases
146,active
147,finger
148,.
149,enslavement
150,force
151,ratio
152,finger
153,xyz
154,axes
155,force
156,finger
157,.
158,we
159,then
160,linear
161,mixed
162,-
163,effect
164,(
165,lme
166,)
167,models
168,representational
169,similarity
170,analysis
171,(
172,rsa
173,)
174,enslavement
175,patterns
176,.
177,we
178,coactivation
179,patterns
180,healthy
181,hand
182,dependent
183,finger
184,/
185,target
186,-
187,directions
188,top
189,-
190,down
191,control
192,strategy
193,.
194,contrast
195,paretic
196,hand
197,same
198,low
199,-
200,level
201,biases
202,regardless
203,action
204,finger
205,.
206,true
207,large
208,variance
209,healthy
210,pattern
211,larger
212,angular
213,distances
214,rsa
215,different
216,finger
217,/
218,direction
219,paretic
220,hand
221,smaller
222,.
223,lme
224,our
225,hypothesis
226,.
227,enslavement
228,healthy
229,hand
230,not
231,bias
232,(
233,p
234,)
235,highly
236,dependent
237,finger
238,target
239,direction
240,(
241,p
242,2e
243,-
244,)
245,paretic
246,hand
247,bias
248,highly
249,predictive
250,its
251,enslavement
252,(
253,p
254,2e
255,-
256,)
257,regardless
258,finger
259,target
260,direction
261,(
262,p
263,)
264,.
265,paretic
266,hand
267,finger
268,enslavement
269,flexion
270,directions
271,.
272,ras
273,analysis
274,significantly
275,smaller
276,angular
277,distances
278,enslavement
279,patterns
280,fingers
281,directions
282,paretic
283,hands
284,non-paretic
285,hand
286,(
287,finger
288,p
289,target
290,direction
291,p
292,-
293,)
294,.
295,we
296,coactivation
297,healthy
298,hand
299,mainly
300,top
301,-
302,down
303,control
304,strategy
305,enslavement
306,paretic
307,hand
308,low
309,-
310,level
311,flexor
312,bias
313,injury
314,corticospinal
315,tract
0,impact
1,speech
2,production
3,individuals
4,post-stroke
5,aphasia
6,apraxia
7,.
0,application
1,startling
2,acoustic
3,stimuli
4,upper
5,extremity
6,movement
7,individuals
8,severe
9,-
10,-
11,moderate
12,stroke
13,muscle
14,recruitment
15,(
16,faster
17,higher
18,activity
19,more
20,frequent
21,initiation
22,)
23,distances
24,.
25,motor
26,improvements
27,exploration
28,therapeutic
29,tool
30,post-stroke
31,arm
32,movement
33,.
34,-
35,arm
36,movement
37,extensively
38,literature
39,recently
40,pre-planned
41,speech
42,.
43,still
44,post-stroke
45,speech
46,disorders
47,such
48,aphasia
49,(
50,linguistic
51,)
52,apraxia
53,(
54,motor
55,)
56,highly
57,cortical
58,tasks
59,it
60,less
61,likely
62,able
63,speech
64,post-stroke
65,.
66,objective
67,study
68,exposure
69,acoustic
70,speech
71,parameters
72,word
73,repetition
74,individuals
75,post-stroke
76,aphasia
77,apraxia
78,.
79,we
80,acoustic
81,speech
82,metrics
83,startled
84,vs.
85,speech
86,.
87,upper
88,extremity
89,we
90,speech
91,faster
92,higher
93,activity
94,(
95,pitch
96,intensity
97,)
98,more
99,frequent
100,appropriate
101,speech
102,production
103,exposure
104,.
105,we
106,individuals
107,post-stroke
108,aphasia
109,apraxia
110,startling
111,db
112,white
113,noise
114,bursts
115,repetition
116,words
117,.
118,we
119,speech
120,onsets
121,latency
122,cue
123,word
124,onsets
125,.
126,intensity
127,pitch
128,averages
129,word
130,praat
131,software
132,.
133,we
134,errors
135,omissions
136,distortions
137,additions
138,percent
139,incidence
140,startled
141,vs.
142,non
143,-
144,startled
145,sound
146,.
147,-
148,speech
149,onsets
150,ms
151,faster
152,non-startled
153,(
154,p
155,)
156,.
157,onsets
158,startled
159,speech
160,%
161,subjects
162,large
163,not
164,non-startled
165,speech
166,.
167,inhalations
168,hypermetric
169,responses
170,also
171,-
172,arm
173,movements
174,.
175,speech
176,louder
177,(
178,δ1
179,db
180,p
181,)
182,not
183,higher
184,pitch
185,(
186,p
187,)
188,.
189,contrary
190,our
191,hypotheses
192,trials
193,errors
194,%
195,time
196,vs.
197,%
198,non-startle
199,trials
200,(
201,p
202,)
203,.
204,still
205,preliminary
206,data
207,startled
208,words
209,%
210,higher
211,rate
212,(
213,p
214,)
215,difficult
216,sounds
217,sustained
218,activity
219,(
220,e.g.
221,f
222,”
223,”
224,)
225,sounds
226,not
227,achievable
228,non-startled
229,speech
230,.
231,conclusion
232,individuals
233,post-stroke
234,aphasia
235,apraxia
236,results
237,faster
238,louder
239,speech
240,.
241,startled
242,speech
243,accuracy
244,higher
245,incidence
246,novel
247,(
248,subject
249,)
250,not
251,.
252,analogous
253,results
254,upper
255,extremity
256,higher
257,probability
258,muscle
259,activity
260,onset
261,severe
262,subjects
263,unable
264,voluntarily
265,their
266,arm
267,muscles
268,.
269,ability
270,louder
271,novel
272,sounds
273,subjects
274,more
275,lip
276,tongue
277,vocal
278,fold
279,airway
280,control
281,.
282,future
283,work
284,changes
285,voluntary
286,post-stroke
287,speech
288,.
0,contextual
1,inference
2,learning
3,sensorimotor
4,repertoires
0,humans
1,lifetime
2,learning
3,repertoire
4,motor
5,memories
6,.
7,example
8,experience
9,we
10,proficient
11,large
12,range
13,objects
14,distinct
15,dynamical
16,properties
17,.
18,ability
19,motor
20,adaptation
21,sensory
22,cues
23,such
24,visual
25,appearance
26,objects
27,as
28,well
29,proprioceptive
30,feedback
31,interaction
32,.
33,however
34,it
35,unknown
36,principle
37,our
38,continuous
39,stream
40,sensori
41,-
42,motor
43,experience
44,segmented
45,separate
46,memories
47,we
48,repertoire
49,.
50,here
51,we
52,principled
53,theory
54,motor
55,learning
56,key
57,insight
58,memory
59,creation
60,expression
61,all
62,single
63,computation
64,contextual
65,inference
66,.
67,coin
68,(
69,contextual
70,inference
71,)
72,model
73,environment
74,(
75,potentially
76,)
77,infinite
78,number
79,discrete
80,contexts
81,markov
82,process
83,.
84,context
85,state
86,linear
87,dynamical
88,system
89,independent
90,other
91,states
92,.
93,current
94,context
95,emission
96,sensory
97,cue
98,(
99,sensory
100,input
101,not
102,action
103,such
104,visual
105,appearance
106,scene
107,)
108,state
109,feedback
110,(
111,sensory
112,consequences
113,motor
114,commands
115,)
116,.
117,crucially
118,contexts
119,not
120,hence
121,major
122,challenge
123,learner
124,continually
125,context
126,they
127,sequence
128,sensory
129,cues
130,state
131,feedback
132,signals
133,so
134,far
135,.
136,coin
137,model
138,principled
139,bayesian
140,inference
141,current
142,context
143,it
144,information
145,multiple
146,sources
147,prior
148,expectations
149,current
150,context
151,(
152,history
153,contexts
154,so
155,far
156,)
157,probability
158,current
159,state
160,feedback
161,sensory
162,cues
163,context
164,.
165,result
166,contextual
167,inference
168,posterior
169,distribution
170,probability
171,context
172,yet
173,-
174,unknown
175,novel
176,context
177,active
178,.
179,turn
180,moment
181,continuously
182,posterior
183,controls
184,much
185,memories
186,context
187,it
188,time
189,new
190,memory
191,.
192,dominant
193,theories
194,single
195,-
196,context
197,learning
198,our
199,theory
200,key
201,features
202,motor
203,learning
204,unified
205,explanation
206,spontaneous
207,recovery
208,savings
209,anterograde
210,interference
211,environmental
212,consistency
213,rates
214,distinction
215,explicit
216,implicit
217,learning
218,ability
219,memory
220,task
221,memory
222,previous
223,context
224,.
225,critically
226,our
227,model
228,novel
229,phenomena
